Hospital Name,Locality,Charges,Surgery/Treatment Name,Doctor's Name,Hospital Ratings,Doctor’s Review
Andhra Hospitals,Rajahmundry,"₹2,00,000",Appendix Surgery,Dr. Manish Rao,4,Cardiac specialist
Manipal Hospitals,Rajahmundry,"₹3,00,000",Knee Replacement,Dr. Sandeep Varma,3.6,Cardiac specialist
Kamineni Hospitals,Hyderabad,"₹80,000",Brain Surgery,Dr. Kavitha Reddy,3.9,Experienced general surgeon
Omni Hospitals,Guntur,"₹3,00,000",C-Section Delivery,Dr. Ramesh Kumar,4.5,Expert in cardiology
Aayush Hospitals,Nellore,"₹1,00,000",Angioplasty,Dr. Sneha Rao,4.6,ENT Specialist
Aayush Hospitals,Hyderabad,"₹5,00,000",Heart Bypass Surgery,Dr. Manish Rao,4,Experienced general surgeon
Aayush Hospitals,Hyderabad,"₹3,00,000",Ear Surgery,Dr. Anand Sharma,4,Top gynecologist
Aayush Hospitals,Rajahmundry,"₹80,000",Angioplasty,Dr. Arjun Dev,3.5,Expert in cardiology
KIMS Hospitals,Hyderabad,"₹2,00,000",Brain Surgery,Dr. Priya Menon,4.1,Expert in cardiology
Rainbow Hospitals,Vijayawada,"₹2,00,000",Knee Replacement,Dr. Kavitha Reddy,4.7,Renowned dermatologist
Manipal Hospitals,Guntur,"₹80,000",Brain Surgery,Dr. Kavitha Reddy,4,Top gynecologist
Kamineni Hospitals,Kakinada,"₹1,50,000",Ear Surgery,Dr. Sandeep Varma,4.2,Top gynecologist
Rainbow Hospitals,Rajahmundry,"₹50,000",Heart Bypass Surgery,Dr. Sneha Rao,4.6,Cardiac specialist
Rainbow Hospitals,Visakhapatnam,"₹5,00,000",Chemotherapy,Dr. Arjun Dev,4.6,ENT Specialist
Kamineni Hospitals,Guntur,"₹80,000",C-Section Delivery,Dr. Ramesh Kumar,3.8,Experienced general surgeon
Rainbow Hospitals,Guntur,"₹3,00,000",Child Vaccination,Dr. Kavitha Reddy,4.8,Renowned dermatologist
Omni Hospitals,Hyderabad,"₹5,00,000",Appendix Surgery,Dr. Neha Sharma,3.6,Experienced general surgeon
KIMS Hospitals,Guntur,"₹5,00,000",Ear Surgery,Dr. Neha Sharma,3.6,Best orthopedic surgeon
Rainbow Hospitals,Kakinada,"₹50,000",Knee Replacement,Dr. Arjun Dev,4.5,Top gynecologist
Rainbow Hospitals,Vijayawada,"₹1,50,000",Child Vaccination,Dr. Sandeep Varma,3.9,Expert in cardiology
Andhra Hospitals,Guntur,"₹5,00,000",Appendix Surgery,Dr. Kavitha Reddy,4.8,Best orthopedic surgeon
Care Hospitals,Tirupati,"₹1,50,000",Heart Bypass Surgery,Dr. Ramesh Kumar,3.7,ENT Specialist
Apollo Hospitals,Visakhapatnam,"₹80,000",Skin Treatment,Dr. Sandeep Varma,4.1,Top gynecologist
Care Hospitals,Nellore,"₹80,000",Heart Bypass Surgery,Dr. Meera Joshi,4.1,Top gynecologist
Omni Hospitals,Visakhapatnam,"₹3,00,000",Skin Treatment,Dr. Neha Sharma,4.1,Best orthopedic surgeon
Rainbow Hospitals,Rajahmundry,"₹3,00,000",C-Section Delivery,Dr. Sandeep Varma,4.2,Top gynecologist
Apollo Hospitals,Rajahmundry,"₹2,00,000",Ear Surgery,Dr. Meera Joshi,4.2,Expert in cardiology
Aayush Hospitals,Vijayawada,"₹2,00,000",Heart Bypass Surgery,Dr. Kavitha Reddy,4,Top gynecologist
Rainbow Hospitals,Hyderabad,"₹50,000",Knee Replacement,Dr. Arjun Dev,4.8,Pediatric specialist
Aayush Hospitals,Kakinada,"₹1,50,000",Chemotherapy,Dr. Sneha Rao,4.2,Best neurologist
Manipal Hospitals,Vijayawada,"₹50,000",Chemotherapy,Dr. Neha Sharma,4.7,Oncology expert
KIMS Hospitals,Rajahmundry,"₹50,000",Brain Surgery,Dr. Sandeep Varma,3.6,Best neurologist
KIMS Hospitals,Kakinada,"₹3,00,000",Child Vaccination,Dr. Manish Rao,3.5,Best orthopedic surgeon
Manipal Hospitals,Kakinada,"₹5,00,000",Heart Bypass Surgery,Dr. Manish Rao,4.2,Expert in cardiology
Manipal Hospitals,Guntur,"₹50,000",C-Section Delivery,Dr. Meera Joshi,4.1,Pediatric specialist
Rainbow Hospitals,Kakinada,"₹50,000",Ear Surgery,Dr. Sneha Rao,4.4,Cardiac specialist
Andhra Hospitals,Hyderabad,"₹1,50,000",Chemotherapy,Dr. Meera Joshi,4.8,Best neurologist
Care Hospitals,Hyderabad,"₹1,50,000",Angioplasty,Dr. Arjun Dev,4.4,Oncology expert
Manipal Hospitals,Kakinada,"₹5,00,000",Ear Surgery,Dr. Sneha Rao,4.1,Top gynecologist
Kamineni Hospitals,Tirupati,"₹50,000",Brain Surgery,Dr. Neha Sharma,3.7,Best orthopedic surgeon
Manipal Hospitals,Guntur,"₹3,00,000",Brain Surgery,Dr. Kavitha Reddy,4.7,Top gynecologist
Care Hospitals,Visakhapatnam,"₹50,000",Child Vaccination,Dr. Manish Rao,4.3,Experienced general surgeon
Kamineni Hospitals,Nellore,"₹1,00,000",Child Vaccination,Dr. Anand Sharma,4.5,Oncology expert
Andhra Hospitals,Kakinada,"₹1,50,000",Chemotherapy,Dr. Neha Sharma,3.8,ENT Specialist
Sunshine Hospitals,Guntur,"₹80,000",C-Section Delivery,Dr. Neha Sharma,4.6,Best orthopedic surgeon
Omni Hospitals,Vijayawada,"₹5,00,000",Child Vaccination,Dr. Sandeep Varma,4.3,Expert in cardiology
Omni Hospitals,Visakhapatnam,"₹5,00,000",C-Section Delivery,Dr. Manish Rao,4,Top gynecologist
Sunshine Hospitals,Tirupati,"₹5,00,000",Chemotherapy,Dr. Manish Rao,4.9,Best orthopedic surgeon
Care Hospitals,Kakinada,"₹2,00,000",Knee Replacement,Dr. Anand Sharma,3.6,Best orthopedic surgeon
KIMS Hospitals,Rajahmundry,"₹50,000",Chemotherapy,Dr. Priya Menon,4.7,Best neurologist
Aayush Hospitals,Rajahmundry,"₹50,000",Chemotherapy,Dr. Kavitha Reddy,4.5,Top gynecologist
Omni Hospitals,Tirupati,"₹50,000",C-Section Delivery,Dr. Arjun Dev,4.5,ENT Specialist
Andhra Hospitals,Rajahmundry,"₹3,00,000",C-Section Delivery,Dr. Neha Sharma,4.3,Expert in cardiology
Apollo Hospitals,Guntur,"₹2,00,000",Skin Treatment,Dr. Neha Sharma,4.3,ENT Specialist
Omni Hospitals,Visakhapatnam,"₹5,00,000",Chemotherapy,Dr. Priya Menon,4.1,Pediatric specialist
KIMS Hospitals,Tirupati,"₹1,50,000",Ear Surgery,Dr. Sneha Rao,4.7,Expert in cardiology
Omni Hospitals,Rajahmundry,"₹3,00,000",Appendix Surgery,Dr. Anand Sharma,4.4,Top gynecologist
Sunshine Hospitals,Hyderabad,"₹3,00,000",Brain Surgery,Dr. Anand Sharma,4.4,Best neurologist
Sunshine Hospitals,Visakhapatnam,"₹2,00,000",Heart Bypass Surgery,Dr. Arjun Dev,4.8,Best orthopedic surgeon
Sunshine Hospitals,Vijayawada,"₹1,50,000",Appendix Surgery,Dr. Sandeep Varma,3.6,ENT Specialist
KIMS Hospitals,Vijayawada,"₹5,00,000",Chemotherapy,Dr. Ramesh Kumar,4.7,ENT Specialist
Andhra Hospitals,Guntur,"₹1,50,000",Chemotherapy,Dr. Ramesh Kumar,3.7,Experienced general surgeon
Aayush Hospitals,Vijayawada,"₹1,50,000",Appendix Surgery,Dr. Neha Sharma,4,Oncology expert
KIMS Hospitals,Visakhapatnam,"₹2,00,000",Angioplasty,Dr. Kavitha Reddy,4.7,ENT Specialist
Manipal Hospitals,Rajahmundry,"₹50,000",C-Section Delivery,Dr. Kavitha Reddy,3.7,Oncology expert
Manipal Hospitals,Rajahmundry,"₹3,00,000",Angioplasty,Dr. Neha Sharma,4.3,ENT Specialist
Rainbow Hospitals,Visakhapatnam,"₹50,000",C-Section Delivery,Dr. Sandeep Varma,3.7,Best neurologist
KIMS Hospitals,Tirupati,"₹1,50,000",Child Vaccination,Dr. Arjun Dev,4.1,Oncology expert
Manipal Hospitals,Guntur,"₹1,50,000",C-Section Delivery,Dr. Neha Sharma,4.6,Renowned dermatologist
Apollo Hospitals,Rajahmundry,"₹3,00,000",Skin Treatment,Dr. Sandeep Varma,3.5,Best neurologist
KIMS Hospitals,Rajahmundry,"₹3,00,000",Brain Surgery,Dr. Meera Joshi,4.7,Oncology expert
Apollo Hospitals,Hyderabad,"₹5,00,000",Brain Surgery,Dr. Sneha Rao,3.5,Best neurologist
Sunshine Hospitals,Visakhapatnam,"₹2,00,000",Appendix Surgery,Dr. Manish Rao,4.5,Expert in cardiology
Aayush Hospitals,Guntur,"₹5,00,000",Chemotherapy,Dr. Neha Sharma,3.9,Top gynecologist
Andhra Hospitals,Rajahmundry,"₹50,000",Chemotherapy,Dr. Meera Joshi,4.4,Oncology expert
Kamineni Hospitals,Kakinada,"₹1,50,000",Child Vaccination,Dr. Neha Sharma,3.9,Pediatric specialist
Aayush Hospitals,Tirupati,"₹50,000",C-Section Delivery,Dr. Arjun Dev,4.1,Oncology expert
Rainbow Hospitals,Kakinada,"₹2,00,000",Appendix Surgery,Dr. Priya Menon,3.9,Experienced general surgeon
Apollo Hospitals,Tirupati,"₹5,00,000",Brain Surgery,Dr. Neha Sharma,4.4,Pediatric specialist
Omni Hospitals,Hyderabad,"₹50,000",Skin Treatment,Dr. Neha Sharma,4.7,Experienced general surgeon
Care Hospitals,Rajahmundry,"₹5,00,000",Appendix Surgery,Dr. Anand Sharma,3.9,Cardiac specialist
Rainbow Hospitals,Nellore,"₹1,00,000",Skin Treatment,Dr. Manish Rao,3.8,Top gynecologist
KIMS Hospitals,Guntur,"₹2,00,000",Skin Treatment,Dr. Arjun Dev,3.9,Pediatric specialist
Care Hospitals,Tirupati,"₹80,000",Appendix Surgery,Dr. Manish Rao,4.6,Pediatric specialist
Omni Hospitals,Hyderabad,"₹50,000",Skin Treatment,Dr. Ramesh Kumar,4.3,Expert in cardiology
Andhra Hospitals,Hyderabad,"₹1,50,000",Appendix Surgery,Dr. Kavitha Reddy,3.5,Experienced general surgeon
Rainbow Hospitals,Vijayawada,"₹5,00,000",Chemotherapy,Dr. Manish Rao,3.9,Pediatric specialist
Andhra Hospitals,Tirupati,"₹1,00,000",Heart Bypass Surgery,Dr. Priya Menon,3.5,Top gynecologist
Kamineni Hospitals,Vijayawada,"₹1,00,000",C-Section Delivery,Dr. Anand Sharma,3.5,ENT Specialist
Omni Hospitals,Vijayawada,"₹3,00,000",Brain Surgery,Dr. Ramesh Kumar,4.2,Top gynecologist
Apollo Hospitals,Kakinada,"₹5,00,000",Heart Bypass Surgery,Dr. Kavitha Reddy,4.4,Top gynecologist
Aayush Hospitals,Visakhapatnam,"₹1,50,000",C-Section Delivery,Dr. Ramesh Kumar,3.6,Experienced general surgeon
Apollo Hospitals,Guntur,"₹80,000",Child Vaccination,Dr. Anand Sharma,4.4,ENT Specialist
Aayush Hospitals,Guntur,"₹2,00,000",Skin Treatment,Dr. Anand Sharma,4.3,Experienced general surgeon
Omni Hospitals,Rajahmundry,"₹2,00,000",Chemotherapy,Dr. Meera Joshi,4.1,Experienced general surgeon
Manipal Hospitals,Nellore,"₹1,00,000",Appendix Surgery,Dr. Neha Sharma,4.5,Top gynecologist
KIMS Hospitals,Guntur,"₹3,00,000",Brain Surgery,Dr. Sandeep Varma,4.9,Cardiac specialist
KIMS Hospitals,Rajahmundry,"₹1,00,000",C-Section Delivery,Dr. Kavitha Reddy,4.5,Best orthopedic surgeon
Manipal Hospitals,Guntur,"₹1,00,000",Knee Replacement,Dr. Arjun Dev,4.3,Best orthopedic surgeon
Rainbow Hospitals,Kakinada,"₹5,00,000",Heart Bypass Surgery,Dr. Anand Sharma,4.1,Best orthopedic surgeon
Omni Hospitals,Kakinada,"₹1,00,000",C-Section Delivery,Dr. Manish Rao,3.6,ENT Specialist
Care Hospitals,Vijayawada,"₹5,00,000",Brain Surgery,Dr. Manish Rao,4.9,Cardiac specialist
Andhra Hospitals,Tirupati,"₹3,00,000",Ear Surgery,Dr. Priya Menon,4.8,Oncology expert
KIMS Hospitals,Nellore,"₹50,000",Knee Replacement,Dr. Meera Joshi,3.9,Renowned dermatologist
Rainbow Hospitals,Vijayawada,"₹2,00,000",Child Vaccination,Dr. Manish Rao,4.1,Best orthopedic surgeon
Aayush Hospitals,Hyderabad,"₹3,00,000",Appendix Surgery,Dr. Kavitha Reddy,3.5,Experienced general surgeon
Rainbow Hospitals,Visakhapatnam,"₹3,00,000",Angioplasty,Dr. Anand Sharma,3.9,Experienced general surgeon
Manipal Hospitals,Hyderabad,"₹2,00,000",Brain Surgery,Dr. Meera Joshi,4.7,ENT Specialist
Omni Hospitals,Guntur,"₹5,00,000",Brain Surgery,Dr. Manish Rao,4.3,Top gynecologist
Apollo Hospitals,Tirupati,"₹2,00,000",Brain Surgery,Dr. Ramesh Kumar,4.9,Expert in cardiology
Aayush Hospitals,Tirupati,"₹5,00,000",C-Section Delivery,Dr. Kavitha Reddy,4.5,Cardiac specialist
Andhra Hospitals,Guntur,"₹1,00,000",Chemotherapy,Dr. Ramesh Kumar,4.8,Cardiac specialist
Sunshine Hospitals,Guntur,"₹3,00,000",Skin Treatment,Dr. Manish Rao,3.8,Expert in cardiology
Omni Hospitals,Kakinada,"₹80,000",Heart Bypass Surgery,Dr. Arjun Dev,4.3,Expert in cardiology
Omni Hospitals,Hyderabad,"₹3,00,000",Chemotherapy,Dr. Sneha Rao,4,Renowned dermatologist
Kamineni Hospitals,Kakinada,"₹5,00,000",Child Vaccination,Dr. Ramesh Kumar,4.6,Experienced general surgeon
Manipal Hospitals,Visakhapatnam,"₹80,000",Appendix Surgery,Dr. Meera Joshi,4.2,Expert in cardiology
Kamineni Hospitals,Hyderabad,"₹5,00,000",Skin Treatment,Dr. Manish Rao,3.9,Top gynecologist
Kamineni Hospitals,Rajahmundry,"₹50,000",Appendix Surgery,Dr. Sandeep Varma,4.4,Pediatric specialist
Omni Hospitals,Nellore,"₹1,50,000",Heart Bypass Surgery,Dr. Ramesh Kumar,4.9,Experienced general surgeon
Kamineni Hospitals,Guntur,"₹2,00,000",C-Section Delivery,Dr. Priya Menon,3.5,Experienced general surgeon
Care Hospitals,Hyderabad,"₹2,00,000",Brain Surgery,Dr. Manish Rao,4.4,Best neurologist
Kamineni Hospitals,Hyderabad,"₹2,00,000",Knee Replacement,Dr. Manish Rao,4.4,Best neurologist
Care Hospitals,Visakhapatnam,"₹50,000",Chemotherapy,Dr. Arjun Dev,3.8,Best neurologist
Rainbow Hospitals,Guntur,"₹1,50,000",Appendix Surgery,Dr. Manish Rao,4.6,Pediatric specialist
Apollo Hospitals,Nellore,"₹5,00,000",Angioplasty,Dr. Arjun Dev,4.3,Pediatric specialist
Apollo Hospitals,Hyderabad,"₹2,00,000",Heart Bypass Surgery,Dr. Sandeep Varma,4.8,Pediatric specialist
Omni Hospitals,Tirupati,"₹1,00,000",Brain Surgery,Dr. Anand Sharma,5,Top gynecologist
Care Hospitals,Hyderabad,"₹2,00,000",Knee Replacement,Dr. Sneha Rao,3.5,Top gynecologist
Omni Hospitals,Hyderabad,"₹1,00,000",Child Vaccination,Dr. Arjun Dev,4.7,ENT Specialist
KIMS Hospitals,Guntur,"₹80,000",C-Section Delivery,Dr. Meera Joshi,3.7,Pediatric specialist
Andhra Hospitals,Visakhapatnam,"₹2,00,000",Brain Surgery,Dr. Ramesh Kumar,4,Top gynecologist
Rainbow Hospitals,Visakhapatnam,"₹5,00,000",Child Vaccination,Dr. Anand Sharma,4.4,Best neurologist
Andhra Hospitals,Rajahmundry,"₹80,000",Chemotherapy,Dr. Manish Rao,4.3,Oncology expert
KIMS Hospitals,Guntur,"₹1,00,000",Angioplasty,Dr. Manish Rao,4.8,Best orthopedic surgeon
Aayush Hospitals,Nellore,"₹50,000",Chemotherapy,Dr. Sandeep Varma,4.2,ENT Specialist
KIMS Hospitals,Visakhapatnam,"₹50,000",Brain Surgery,Dr. Neha Sharma,3.6,ENT Specialist
Care Hospitals,Tirupati,"₹1,00,000",Chemotherapy,Dr. Anand Sharma,4.4,Renowned dermatologist
KIMS Hospitals,Rajahmundry,"₹1,50,000",C-Section Delivery,Dr. Anand Sharma,4.6,Best neurologist
Apollo Hospitals,Vijayawada,"₹50,000",C-Section Delivery,Dr. Sneha Rao,3.7,Cardiac specialist
Omni Hospitals,Nellore,"₹3,00,000",Heart Bypass Surgery,Dr. Meera Joshi,4.3,Expert in cardiology
Andhra Hospitals,Guntur,"₹2,00,000",Chemotherapy,Dr. Arjun Dev,4.5,Expert in cardiology
Sunshine Hospitals,Vijayawada,"₹5,00,000",Chemotherapy,Dr. Sneha Rao,3.5,Best orthopedic surgeon
Manipal Hospitals,Rajahmundry,"₹50,000",Heart Bypass Surgery,Dr. Sneha Rao,4.1,Renowned dermatologist
Kamineni Hospitals,Nellore,"₹50,000",Brain Surgery,Dr. Anand Sharma,4.9,Best orthopedic surgeon
Care Hospitals,Hyderabad,"₹1,50,000",Child Vaccination,Dr. Neha Sharma,4,Best orthopedic surgeon
Apollo Hospitals,Rajahmundry,"₹3,00,000",Brain Surgery,Dr. Sneha Rao,4.3,Expert in cardiology
Care Hospitals,Hyderabad,"₹1,00,000",Heart Bypass Surgery,Dr. Priya Menon,3.6,ENT Specialist
Rainbow Hospitals,Visakhapatnam,"₹50,000",Chemotherapy,Dr. Ramesh Kumar,3.7,ENT Specialist
Sunshine Hospitals,Hyderabad,"₹50,000",Heart Bypass Surgery,Dr. Manish Rao,4.5,Cardiac specialist
Sunshine Hospitals,Tirupati,"₹1,00,000",Chemotherapy,Dr. Meera Joshi,3.5,Experienced general surgeon
Manipal Hospitals,Vijayawada,"₹3,00,000",Ear Surgery,Dr. Priya Menon,3.8,Cardiac specialist
KIMS Hospitals,Hyderabad,"₹80,000",Child Vaccination,Dr. Arjun Dev,3.9,Expert in cardiology
Apollo Hospitals,Tirupati,"₹3,00,000",Child Vaccination,Dr. Meera Joshi,4.5,Top gynecologist
Kamineni Hospitals,Hyderabad,"₹80,000",Angioplasty,Dr. Meera Joshi,4.4,Top gynecologist
Manipal Hospitals,Hyderabad,"₹1,50,000",Ear Surgery,Dr. Anand Sharma,4.5,ENT Specialist
Manipal Hospitals,Kakinada,"₹50,000",Ear Surgery,Dr. Meera Joshi,4.7,ENT Specialist
Manipal Hospitals,Rajahmundry,"₹2,00,000",Heart Bypass Surgery,Dr. Kavitha Reddy,4.7,Best orthopedic surgeon
Sunshine Hospitals,Nellore,"₹2,00,000",Child Vaccination,Dr. Neha Sharma,4.9,Experienced general surgeon
Andhra Hospitals,Tirupati,"₹1,50,000",Ear Surgery,Dr. Sneha Rao,3.6,Cardiac specialist
Care Hospitals,Nellore,"₹5,00,000",Angioplasty,Dr. Sandeep Varma,3.7,Oncology expert
Omni Hospitals,Rajahmundry,"₹2,00,000",Skin Treatment,Dr. Sneha Rao,4.7,Top gynecologist
Andhra Hospitals,Rajahmundry,"₹2,00,000",Child Vaccination,Dr. Manish Rao,3.5,Renowned dermatologist
Rainbow Hospitals,Kakinada,"₹5,00,000",Ear Surgery,Dr. Kavitha Reddy,4.9,Best neurologist
Rainbow Hospitals,Kakinada,"₹2,00,000",Child Vaccination,Dr. Kavitha Reddy,4.2,Cardiac specialist
Care Hospitals,Guntur,"₹2,00,000",Appendix Surgery,Dr. Sandeep Varma,3.9,Best neurologist
Apollo Hospitals,Visakhapatnam,"₹50,000",Appendix Surgery,Dr. Ramesh Kumar,4.5,Expert in cardiology
Rainbow Hospitals,Rajahmundry,"₹5,00,000",Ear Surgery,Dr. Kavitha Reddy,5,Expert in cardiology
Care Hospitals,Rajahmundry,"₹1,00,000",Angioplasty,Dr. Kavitha Reddy,4.3,Cardiac specialist
Sunshine Hospitals,Visakhapatnam,"₹1,00,000",Ear Surgery,Dr. Sandeep Varma,4.8,Renowned dermatologist
Care Hospitals,Tirupati,"₹50,000",Knee Replacement,Dr. Ramesh Kumar,4.6,ENT Specialist
Aayush Hospitals,Hyderabad,"₹5,00,000",Heart Bypass Surgery,Dr. Manish Rao,3.5,ENT Specialist
Care Hospitals,Vijayawada,"₹3,00,000",Child Vaccination,Dr. Anand Sharma,4.1,Expert in cardiology
Andhra Hospitals,Nellore,"₹50,000",Chemotherapy,Dr. Meera Joshi,4.3,Cardiac specialist
Apollo Hospitals,Vijayawada,"₹80,000",Ear Surgery,Dr. Sandeep Varma,5,Cardiac specialist
Manipal Hospitals,Hyderabad,"₹1,00,000",C-Section Delivery,Dr. Ramesh Kumar,3.7,Pediatric specialist
Rainbow Hospitals,Nellore,"₹1,00,000",Child Vaccination,Dr. Ramesh Kumar,4.9,Cardiac specialist
Care Hospitals,Kakinada,"₹2,00,000",Knee Replacement,Dr. Sandeep Varma,4.3,Expert in cardiology
Care Hospitals,Tirupati,"₹3,00,000",Chemotherapy,Dr. Kavitha Reddy,5,Experienced general surgeon
Manipal Hospitals,Nellore,"₹1,50,000",Ear Surgery,Dr. Sneha Rao,4.8,Top gynecologist
Sunshine Hospitals,Visakhapatnam,"₹2,00,000",Child Vaccination,Dr. Manish Rao,3.8,Renowned dermatologist
Omni Hospitals,Rajahmundry,"₹1,00,000",C-Section Delivery,Dr. Neha Sharma,4,Expert in cardiology
Aayush Hospitals,Kakinada,"₹80,000",Child Vaccination,Dr. Kavitha Reddy,4.6,Renowned dermatologist
Aayush Hospitals,Kakinada,"₹3,00,000",Knee Replacement,Dr. Arjun Dev,4,Pediatric specialist
Sunshine Hospitals,Kakinada,"₹3,00,000",Heart Bypass Surgery,Dr. Anand Sharma,4.5,Oncology expert
Omni Hospitals,Guntur,"₹1,50,000",C-Section Delivery,Dr. Sandeep Varma,4.2,Cardiac specialist
Care Hospitals,Tirupati,"₹3,00,000",Child Vaccination,Dr. Kavitha Reddy,4.6,Expert in cardiology
Sunshine Hospitals,Nellore,"₹80,000",Appendix Surgery,Dr. Priya Menon,4.4,Experienced general surgeon
Manipal Hospitals,Visakhapatnam,"₹80,000",Ear Surgery,Dr. Sneha Rao,4.3,Cardiac specialist
Andhra Hospitals,Kakinada,"₹5,00,000",Angioplasty,Dr. Arjun Dev,4.5,Oncology expert
Manipal Hospitals,Hyderabad,"₹50,000",Skin Treatment,Dr. Manish Rao,3.6,Renowned dermatologist
Manipal Hospitals,Nellore,"₹80,000",Angioplasty,Dr. Arjun Dev,4.4,Pediatric specialist
Care Hospitals,Tirupati,"₹5,00,000",Chemotherapy,Dr. Manish Rao,4.5,Best neurologist
Sunshine Hospitals,Hyderabad,"₹50,000",Appendix Surgery,Dr. Priya Menon,4.6,Experienced general surgeon
Sunshine Hospitals,Hyderabad,"₹80,000",Chemotherapy,Dr. Manish Rao,4.1,ENT Specialist
Omni Hospitals,Tirupati,"₹1,00,000",Knee Replacement,Dr. Anand Sharma,4.5,Expert in cardiology
Andhra Hospitals,Kakinada,"₹5,00,000",Angioplasty,Dr. Anand Sharma,4.7,Best orthopedic surgeon
Omni Hospitals,Guntur,"₹1,00,000",Heart Bypass Surgery,Dr. Ramesh Kumar,3.9,Best orthopedic surgeon
Care Hospitals,Kakinada,"₹3,00,000",Chemotherapy,Dr. Ramesh Kumar,3.6,Experienced general surgeon
Omni Hospitals,Visakhapatnam,"₹3,00,000",C-Section Delivery,Dr. Ramesh Kumar,3.5,Best neurologist
Andhra Hospitals,Nellore,"₹80,000",Appendix Surgery,Dr. Manish Rao,4,Oncology expert
Omni Hospitals,Nellore,"₹80,000",C-Section Delivery,Dr. Sandeep Varma,3.7,Oncology expert
Omni Hospitals,Rajahmundry,"₹80,000",Skin Treatment,Dr. Priya Menon,3.6,Best neurologist
Kamineni Hospitals,Visakhapatnam,"₹2,00,000",Chemotherapy,Dr. Priya Menon,4.9,Best neurologist
Andhra Hospitals,Hyderabad,"₹2,00,000",Knee Replacement,Dr. Manish Rao,4.9,Cardiac specialist
Manipal Hospitals,Tirupati,"₹5,00,000",Appendix Surgery,Dr. Neha Sharma,3.7,Oncology expert
Aayush Hospitals,Vijayawada,"₹3,00,000",Ear Surgery,Dr. Arjun Dev,4.6,Pediatric specialist
Omni Hospitals,Tirupati,"₹50,000",Knee Replacement,Dr. Meera Joshi,5,Oncology expert
Apollo Hospitals,Nellore,"₹1,50,000",Heart Bypass Surgery,Dr. Manish Rao,3.8,ENT Specialist
Andhra Hospitals,Vijayawada,"₹5,00,000",C-Section Delivery,Dr. Priya Menon,4.8,Pediatric specialist
Rainbow Hospitals,Nellore,"₹3,00,000",Brain Surgery,Dr. Sandeep Varma,4,Best orthopedic surgeon
Care Hospitals,Tirupati,"₹5,00,000",Child Vaccination,Dr. Manish Rao,4.4,Renowned dermatologist
Care Hospitals,Vijayawada,"₹5,00,000",Heart Bypass Surgery,Dr. Meera Joshi,3.5,ENT Specialist
Omni Hospitals,Guntur,"₹5,00,000",Skin Treatment,Dr. Manish Rao,4.6,Expert in cardiology
Rainbow Hospitals,Tirupati,"₹1,50,000",Skin Treatment,Dr. Kavitha Reddy,4.3,Expert in cardiology
Andhra Hospitals,Nellore,"₹1,50,000",Ear Surgery,Dr. Kavitha Reddy,4.9,Best neurologist
Aayush Hospitals,Guntur,"₹50,000",Brain Surgery,Dr. Sandeep Varma,5,Pediatric specialist
Andhra Hospitals,Rajahmundry,"₹5,00,000",Angioplasty,Dr. Priya Menon,4.5,Best neurologist
Apollo Hospitals,Rajahmundry,"₹2,00,000",Angioplasty,Dr. Kavitha Reddy,4.7,ENT Specialist
Rainbow Hospitals,Rajahmundry,"₹1,50,000",Ear Surgery,Dr. Anand Sharma,3.8,Renowned dermatologist
Omni Hospitals,Nellore,"₹5,00,000",Heart Bypass Surgery,Dr. Priya Menon,4.3,Top gynecologist
Andhra Hospitals,Rajahmundry,"₹50,000",Skin Treatment,Dr. Priya Menon,4.6,Best neurologist
KIMS Hospitals,Hyderabad,"₹80,000",Skin Treatment,Dr. Priya Menon,4.1,Cardiac specialist
Manipal Hospitals,Tirupati,"₹50,000",Angioplasty,Dr. Kavitha Reddy,4.5,Expert in cardiology
Apollo Hospitals,Hyderabad,"₹50,000",Heart Bypass Surgery,Dr. Sandeep Varma,4.9,Pediatric specialist
